LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25,Server 26,Server 27,Server 28,Server 29,Server 30
2,Vector,100,30,Lower0.5Upper2,2400,32,0,9409.78247198616,19167.2891723354,37639.1298879447,,-698.051938942772,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
2,Dist L2,100,30,Lower0.5Upper2,46,65,0,9409.78247198616,19167.2891723354,37639.1298879447,,-698.051938942772,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
3,Oracle,100,30,Lower0.5Upper2,0,0,0,9409.78247198616,19290.019548711,37639.1298879447,,-298.451070283804,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
3,Naive,100,30,Lower0.5Upper2,9000,90,3,9645.00977435551,19290.019548711,38580.039097422,,-298.451070283804,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
3,Oracle Vector,100,30,Lower0.5Upper2,1800,24,0,9409.78247198616,19290.019548711,37639.1298879447,,-298.451070283804,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
3,Vector,100,30,Lower0.5Upper2,3800,51,0,9409.78247198616,19290.019548711,37639.1298879447,,-298.451070283804,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
3,Value,100,30,Lower0.5Upper2,6104,255,1,9645.00977435551,19290.019548711,38580.039097422,,-298.451070283804,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
3,Dist L2,100,30,Lower0.5Upper2,84,120,0,9409.78247198616,19290.019548711,37639.1298879447,,-298.451070283804,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
4,Naive,100,30,Lower0.5Upper2,12000,120,4,9581.47616635469,19162.9523327094,38325.9046654187,,317.132634095967,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
4,Oracle,100,30,Lower0.5Upper2,0,0,0,9409.78247198616,19162.9523327094,37639.1298879447,,317.132634095967,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
4,Oracle Vector,100,30,Lower0.5Upper2,2400,32,0,9409.78247198616,19162.9523327094,37639.1298879447,,317.132634095967,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
4,Value,100,30,Lower0.5Upper2,6120,277,1,9645.00977435551,19162.9523327094,38580.039097422,,317.132634095967,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
4,Vector,100,30,Lower0.5Upper2,5200,70,0,9409.78247198616,19162.9523327094,37639.1298879447,,317.132634095967,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
4,Dist L2,100,30,Lower0.5Upper2,6126,286,1,9581.47616635469,19162.9523327094,38325.9046654187,,317.132634095967,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
5,Naive,100,30,Lower0.5Upper2,15000,150,5,9888.22928717501,19776.45857435,39552.9171487,,1049.45818802777,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
5,Oracle,100,30,Lower0.5Upper2,0,0,0,9409.78247198616,19776.45857435,37639.1298879447,,1049.45818802777,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
5,Oracle Vector,100,30,Lower0.5Upper2,3000,40,0,9409.78247198616,19776.45857435,37639.1298879447,,1049.45818802777,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
5,Value,100,30,Lower0.5Upper2,6162,338,1,9645.00977435551,19776.45857435,38580.039097422,,1049.45818802777,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
5,Vector,100,30,Lower0.5Upper2,7000,95,0,9409.78247198616,19776.45857435,37639.1298879447,,1049.45818802777,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
5,Dist L2,100,30,Lower0.5Upper2,6138,303,1,9581.47616635469,19776.45857435,38325.9046654187,,1049.45818802777,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
6,Naive,100,30,Lower0.5Upper2,18000,180,6,10310.8296027839,20621.6592055679,41243.3184111358,,2073.07455748936,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
6,Oracle,100,30,Lower0.5Upper2,0,0,0,9409.78247198616,20621.6592055679,37639.1298879447,,2073.07455748936,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
6,Oracle Vector,100,30,Lower0.5Upper2,3600,48,0,9409.78247198616,20621.6592055679,37639.1298879447,,2073.07455748936,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
6,Vector,100,30,Lower0.5Upper2,8400,114,0,9409.78247198616,20621.6592055679,37639.1298879447,,2073.07455748936,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
6,Value,100,30,Lower0.5Upper2,12198,495,2,10310.8296027839,20621.6592055679,41243.3184111358,,2073.07455748936,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
6,Dist L2,100,30,Lower0.5Upper2,6162,338,1,9581.47616635469,20621.6592055679,38325.9046654187,,2073.07455748936,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
7,Naive,100,30,Lower0.5Upper2,21000,210,7,11210.7365368643,22421.4730737286,44842.9461474572,,3668.00555701362,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
7,Oracle,100,30,Lower0.5Upper2,0,0,0,9409.78247198616,22421.4730737286,37639.1298879447,,3668.00555701362,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
7,Oracle Vector,100,30,Lower0.5Upper2,4600,62,0,9409.78247198616,22421.4730737286,37639.1298879447,,3668.00555701362,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
7,Value,100,30,Lower0.5Upper2,12218,524,2,10310.8296027839,22421.4730737286,41243.3184111358,,3668.00555701362,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
7,Vector,100,30,Lower0.5Upper2,10600,145,0,9409.78247198616,22421.4730737286,37639.1298879447,,3668.00555701362,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
7,Dist L2,100,30,Lower0.5Upper2,6210,409,1,9581.47616635469,22421.4730737286,38325.9046654187,,3668.00555701362,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
8,Naive,100,30,Lower0.5Upper2,24000,240,8,12122.121025313,24244.242050626,48488.484101252,,5252.91767365518,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
8,Oracle,100,30,Lower0.5Upper2,0,0,0,9409.78247198616,24244.242050626,37639.1298879447,,5252.91767365518,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
8,Oracle Vector,100,30,Lower0.5Upper2,6000,82,0,9409.78247198616,24244.242050626,37639.1298879447,,5252.91767365518,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
8,Value,100,30,Lower0.5Upper2,12274,607,2,10310.8296027839,24244.242050626,41243.3184111358,,5252.91767365518,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
8,Vector,100,30,Lower0.5Upper2,11800,161,0,9409.78247198616,24244.242050626,37639.1298879447,,5252.91767365518,-394.817144955052,-1398.54218545951,178.331693226744,113.456584271499,415.84349719726,93.9832031710515,210.23755499486,674.656723835548,70.8962919396504,-25.4420450670931,175.55782553005,370.237817559901,90.2990441081054,-838.476621951319,162.750567098248,-88.4320007622548,99.7714461993189,-252.665610019438,-355.253838688812,206.27897305881,-86.4636817751094,500.34100664797,-450.634291757808,74.9152007502715,-278.189307596998,1208.8569906117,208.337379793552,-398.140222757843,-243.485261435145
