LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8
5,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.04064578924113,4.05751012695236,,3.97868841270415,3.98994925975836,3.9523128455347,4.02840900990632,4.03647995796387,3.91030557997348,3.8713474014915,4.07783481803668
5,Oracle Vector,102,8,Additive0.015,0,0,0,4.02751012695236,4.04064578924113,4.05751012695236,,3.97868841270415,3.98994925975836,3.9523128455347,4.02840900990632,4.03647995796387,3.91030557997348,3.8713474014915,4.07783481803668
5,Vector,102,8,Additive0.015,0,0,0,4.02751012695236,4.04064578924113,4.05751012695236,,3.97868841270415,3.98994925975836,3.9523128455347,4.02840900990632,4.03647995796387,3.91030557997348,3.8713474014915,4.07783481803668
5,Value,102,8,Additive0.015,0,0,0,4.02751012695236,4.04064578924113,4.05751012695236,,3.97868841270415,3.98994925975836,3.9523128455347,4.02840900990632,4.03647995796387,3.91030557997348,3.8713474014915,4.07783481803668
5,Dist L1,102,8,Additive0.015,0,0,0,4.02751012695236,4.04064578924113,4.05751012695236,,3.97868841270415,3.98994925975836,3.9523128455347,4.02840900990632,4.03647995796387,3.91030557997348,3.8713474014915,4.07783481803668
6,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.04035766958793,4.05751012695236,,3.97853351419793,3.98965411365351,3.95285225724653,4.02927902522211,4.03479879859875,3.91076692434529,3.8702665237033,4.07728315188505
6,Oracle Vector,102,8,Additive0.015,0,0,0,4.02751012695236,4.04035766958793,4.05751012695236,,3.97853351419793,3.98965411365351,3.95285225724653,4.02927902522211,4.03479879859875,3.91076692434529,3.8702665237033,4.07728315188505
6,Value,102,8,Additive0.015,4,5,0,4.02751012695236,4.04035766958793,4.05751012695236,,3.97853351419793,3.98965411365351,3.95285225724653,4.02927902522211,4.03479879859875,3.91076692434529,3.8702665237033,4.07728315188505
6,Vector,102,8,Additive0.015,408,5,0,4.02751012695236,4.04035766958793,4.05751012695236,,3.97853351419793,3.98965411365351,3.95285225724653,4.02927902522211,4.03479879859875,3.91076692434529,3.8702665237033,4.07728315188505
6,Dist L1,102,8,Additive0.015,4,5,0,4.02751012695236,4.04035766958793,4.05751012695236,,3.97853351419793,3.98965411365351,3.95285225724653,4.02927902522211,4.03479879859875,3.91076692434529,3.8702665237033,4.07728315188505
7,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.04009992917258,4.05751012695236,,3.97779989241598,3.98935076468593,3.95332571307287,4.0294232656052,4.033634467467,3.91142387117718,3.86880601220719,4.07786859571619
7,Oracle Vector,102,8,Additive0.015,0,0,0,4.02751012695236,4.04009992917258,4.05751012695236,,3.97779989241598,3.98935076468593,3.95332571307287,4.0294232656052,4.033634467467,3.91142387117718,3.86880601220719,4.07786859571619
7,Value,102,8,Additive0.015,4,5,0,4.02751012695236,4.04009992917258,4.05751012695236,,3.97779989241598,3.98935076468593,3.95332571307287,4.0294232656052,4.033634467467,3.91142387117718,3.86880601220719,4.07786859571619
7,Vector,102,8,Additive0.015,408,5,0,4.02751012695236,4.04009992917258,4.05751012695236,,3.97779989241598,3.98935076468593,3.95332571307287,4.0294232656052,4.033634467467,3.91142387117718,3.86880601220719,4.07786859571619
7,Dist L1,102,8,Additive0.015,4,5,0,4.02751012695236,4.04009992917258,4.05751012695236,,3.97779989241598,3.98935076468593,3.95332571307287,4.0294232656052,4.033634467467,3.91142387117718,3.86880601220719,4.07786859571619
8,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03989235791852,4.05751012695236,,3.97851361033577,3.98995681225457,3.95354754865428,4.02912835549683,4.03201266039685,3.91126554797198,3.867434159638,4.07771714076218
8,Oracle Vector,102,8,Additive0.015,0,0,0,4.02751012695236,4.03989235791852,4.05751012695236,,3.97851361033577,3.98995681225457,3.95354754865428,4.02912835549683,4.03201266039685,3.91126554797198,3.867434159638,4.07771714076218
8,Value,102,8,Additive0.015,10,12,0,4.02751012695236,4.03989235791852,4.05751012695236,,3.97851361033577,3.98995681225457,3.95354754865428,4.02912835549683,4.03201266039685,3.91126554797198,3.867434159638,4.07771714076218
8,Vector,102,8,Additive0.015,408,5,0,4.02751012695236,4.03989235791852,4.05751012695236,,3.97851361033577,3.98995681225457,3.95354754865428,4.02912835549683,4.03201266039685,3.91126554797198,3.867434159638,4.07771714076218
8,Dist L1,102,8,Additive0.015,4,5,0,4.02751012695236,4.03989235791852,4.05751012695236,,3.97851361033577,3.98995681225457,3.95354754865428,4.02912835549683,4.03201266039685,3.91126554797198,3.867434159638,4.07771714076218
9,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03945674991491,4.05751012695236,,3.97804786011456,3.98949084542984,3.95453317406076,4.02883974425053,4.02968425472386,3.91215841124077,3.86614571993926,4.07721005830286
9,Oracle Vector,102,8,Additive0.015,408,5,0,4.02751012695236,4.03945674991491,4.05751012695236,,3.97804786011456,3.98949084542984,3.95453317406076,4.02883974425053,4.02968425472386,3.91215841124077,3.86614571993926,4.07721005830286
9,Vector,102,8,Additive0.015,408,5,0,4.02751012695236,4.03945674991491,4.05751012695236,,3.97804786011456,3.98949084542984,3.95453317406076,4.02883974425053,4.02968425472386,3.91215841124077,3.86614571993926,4.07721005830286
9,Value,102,8,Additive0.015,10,12,0,4.02751012695236,4.03945674991491,4.05751012695236,,3.97804786011456,3.98949084542984,3.95453317406076,4.02883974425053,4.02968425472386,3.91215841124077,3.86614571993926,4.07721005830286
9,Dist L1,102,8,Additive0.015,4,5,0,4.02751012695236,4.03945674991491,4.05751012695236,,3.97804786011456,3.98949084542984,3.95453317406076,4.02883974425053,4.02968425472386,3.91215841124077,3.86614571993926,4.07721005830286
10,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03983279046924,4.05751012695236,,3.97724974891734,3.98995489414286,3.95488081277892,4.02935756969979,4.0290067664195,3.91334555839166,3.86540965055124,4.0779479534437
10,Oracle Vector,102,8,Additive0.015,408,5,0,4.02751012695236,4.03983279046924,4.05751012695236,,3.97724974891734,3.98995489414286,3.95488081277892,4.02935756969979,4.0290067664195,3.91334555839166,3.86540965055124,4.0779479534437
10,Vector,102,8,Additive0.015,408,5,0,4.02751012695236,4.03983279046924,4.05751012695236,,3.97724974891734,3.98995489414286,3.95488081277892,4.02935756969979,4.0290067664195,3.91334555839166,3.86540965055124,4.0779479534437
10,Value,102,8,Additive0.015,10,12,0,4.02751012695236,4.03983279046924,4.05751012695236,,3.97724974891734,3.98995489414286,3.95488081277892,4.02935756969979,4.0290067664195,3.91334555839166,3.86540965055124,4.0779479534437
10,Dist L1,102,8,Additive0.015,8,10,0,4.02751012695236,4.03983279046924,4.05751012695236,,3.97724974891734,3.98995489414286,3.95488081277892,4.02935756969979,4.0290067664195,3.91334555839166,3.86540965055124,4.0779479534437
11,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03917448323516,4.05751012695236,,3.97673025429399,3.98997761732149,3.95681435147479,4.02856164297392,4.02683102799053,3.91284773976703,3.8634084411131,4.07670195547439
11,Oracle Vector,102,8,Additive0.015,408,5,0,4.02751012695236,4.03917448323516,4.05751012695236,,3.97673025429399,3.98997761732149,3.95681435147479,4.02856164297392,4.02683102799053,3.91284773976703,3.8634084411131,4.07670195547439
11,Value,102,8,Additive0.015,14,17,0,4.02751012695236,4.03917448323516,4.05751012695236,,3.97673025429399,3.98997761732149,3.95681435147479,4.02856164297392,4.02683102799053,3.91284773976703,3.8634084411131,4.07670195547439
11,Vector,102,8,Additive0.015,816,10,0,4.02751012695236,4.03917448323516,4.05751012695236,,3.97673025429399,3.98997761732149,3.95681435147479,4.02856164297392,4.02683102799053,3.91284773976703,3.8634084411131,4.07670195547439
11,Dist L1,102,8,Additive0.015,8,10,0,4.02751012695236,4.03917448323516,4.05751012695236,,3.97673025429399,3.98997761732149,3.95681435147479,4.02856164297392,4.02683102799053,3.91284773976703,3.8634084411131,4.07670195547439
12,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03857711679427,4.05751012695236,,3.97751622934921,3.9893254824894,3.95649600830621,4.02819722257956,4.02453294860311,3.91256086416995,3.86189871278245,4.07579095417339
12,Oracle Vector,102,8,Additive0.015,408,5,0,4.02751012695236,4.03857711679427,4.05751012695236,,3.97751622934921,3.9893254824894,3.95649600830621,4.02819722257956,4.02453294860311,3.91256086416995,3.86189871278245,4.07579095417339
12,Value,102,8,Additive0.015,14,17,0,4.02751012695236,4.03857711679427,4.05751012695236,,3.97751622934921,3.9893254824894,3.95649600830621,4.02819722257956,4.02453294860311,3.91256086416995,3.86189871278245,4.07579095417339
12,Vector,102,8,Additive0.015,1428,17,0,4.02751012695236,4.03857711679427,4.05751012695236,,3.97751622934921,3.9893254824894,3.95649600830621,4.02819722257956,4.02453294860311,3.91256086416995,3.86189871278245,4.07579095417339
12,Dist L1,102,8,Additive0.015,16,20,0,4.02751012695236,4.03857711679427,4.05751012695236,,3.97751622934921,3.9893254824894,3.95649600830621,4.02819722257956,4.02453294860311,3.91256086416995,3.86189871278245,4.07579095417339
13,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03762345287876,4.05751012695236,,3.97778218560086,3.98855957226143,3.95629187819667,4.02678769051973,4.02326143661889,3.91194429199566,3.85904510285697,4.07383492324536
13,Oracle Vector,102,8,Additive0.015,816,10,0,4.02751012695236,4.03762345287876,4.05751012695236,,3.97778218560086,3.98855957226143,3.95629187819667,4.02678769051973,4.02326143661889,3.91194429199566,3.85904510285697,4.07383492324536
13,Value,102,8,Additive0.015,20,24,0,4.02751012695236,4.03762345287876,4.05751012695236,,3.97778218560086,3.98855957226143,3.95629187819667,4.02678769051973,4.02326143661889,3.91194429199566,3.85904510285697,4.07383492324536
13,Vector,102,8,Additive0.015,1836,22,0,4.02751012695236,4.03762345287876,4.05751012695236,,3.97778218560086,3.98855957226143,3.95629187819667,4.02678769051973,4.02326143661889,3.91194429199566,3.85904510285697,4.07383492324536
13,Dist L1,102,8,Additive0.015,26,31,0,4.02751012695236,4.03762345287876,4.05751012695236,,3.97778218560086,3.98855957226143,3.95629187819667,4.02678769051973,4.02326143661889,3.91194429199566,3.85904510285697,4.07383492324536
14,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03739775414414,4.05751012695236,,3.97741011857582,3.98833080689189,3.95668953031059,4.02571861031071,4.02323814774369,3.91133335526759,3.85756257723909,4.07403107545804
14,Oracle Vector,102,8,Additive0.015,816,10,0,4.02751012695236,4.03739775414414,4.05751012695236,,3.97741011857582,3.98833080689189,3.95668953031059,4.02571861031071,4.02323814774369,3.91133335526759,3.85756257723909,4.07403107545804
14,Value,102,8,Additive0.015,20,24,0,4.02751012695236,4.03739775414414,4.05751012695236,,3.97741011857582,3.98833080689189,3.95668953031059,4.02571861031071,4.02323814774369,3.91133335526759,3.85756257723909,4.07403107545804
14,Vector,102,8,Additive0.015,1836,22,0,4.02751012695236,4.03739775414414,4.05751012695236,,3.97741011857582,3.98833080689189,3.95668953031059,4.02571861031071,4.02323814774369,3.91133335526759,3.85756257723909,4.07403107545804
14,Dist L1,102,8,Additive0.015,26,31,0,4.02751012695236,4.03739775414414,4.05751012695236,,3.97741011857582,3.98833080689189,3.95668953031059,4.02571861031071,4.02323814774369,3.91133335526759,3.85756257723909,4.07403107545804
15,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03718590580544,4.05751012695236,,3.97727259050624,3.9878279207771,3.95760674973323,4.02597913192534,4.02222455038036,3.9122918580826,3.85713961381679,4.07335302391465
15,Oracle Vector,102,8,Additive0.015,816,10,0,4.02751012695236,4.03718590580544,4.05751012695236,,3.97727259050624,3.9878279207771,3.95760674973323,4.02597913192534,4.02222455038036,3.9122918580826,3.85713961381679,4.07335302391465
15,Value,102,8,Additive0.015,24,29,0,4.02751012695236,4.03718590580544,4.05751012695236,,3.97727259050624,3.9878279207771,3.95760674973323,4.02597913192534,4.02222455038036,3.9122918580826,3.85713961381679,4.07335302391465
15,Vector,102,8,Additive0.015,2652,31,0,4.02751012695236,4.03718590580544,4.05751012695236,,3.97727259050624,3.9878279207771,3.95760674973323,4.02597913192534,4.02222455038036,3.9122918580826,3.85713961381679,4.07335302391465
15,Dist L1,102,8,Additive0.015,26,31,0,4.02751012695236,4.03718590580544,4.05751012695236,,3.97727259050624,3.9878279207771,3.95760674973323,4.02597913192534,4.02222455038036,3.9122918580826,3.85713961381679,4.07335302391465
16,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03621755599983,4.05751012695236,,3.97718677239371,3.98779867251395,3.95727452300134,4.02451423652393,4.0199285042611,3.91194759249433,3.85469466647555,4.07283621298239
16,Oracle Vector,102,8,Additive0.015,1224,15,0,4.02751012695236,4.03621755599983,4.05751012695236,,3.97718677239371,3.98779867251395,3.95727452300134,4.02451423652393,4.0199285042611,3.91194759249433,3.85469466647555,4.07283621298239
16,Value,102,8,Additive0.015,32,38,0,4.02751012695236,4.03621755599983,4.05751012695236,,3.97718677239371,3.98779867251395,3.95727452300134,4.02451423652393,4.0199285042611,3.91194759249433,3.85469466647555,4.07283621298239
16,Vector,102,8,Additive0.015,2652,31,0,4.02751012695236,4.03621755599983,4.05751012695236,,3.97718677239371,3.98779867251395,3.95727452300134,4.02451423652393,4.0199285042611,3.91194759249433,3.85469466647555,4.07283621298239
16,Dist L1,102,8,Additive0.015,36,43,0,4.02751012695236,4.03621755599983,4.05751012695236,,3.97718677239371,3.98779867251395,3.95727452300134,4.02451423652393,4.0199285042611,3.91194759249433,3.85469466647555,4.07283621298239
17,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03488553099327,4.05751012695236,,3.97649055897284,3.98850317548796,3.95706119069397,4.02335825033825,4.01735709228642,3.91063483308782,3.85233111200962,4.07105486805431
17,Oracle Vector,102,8,Additive0.015,1632,20,0,4.02751012695236,4.03488553099327,4.05751012695236,,3.97649055897284,3.98850317548796,3.95706119069397,4.02335825033825,4.01735709228642,3.91063483308782,3.85233111200962,4.07105486805431
17,Value,102,8,Additive0.015,44,51,0,4.02751012695236,4.03488553099327,4.05751012695236,,3.97649055897284,3.98850317548796,3.95706119069397,4.02335825033825,4.01735709228642,3.91063483308782,3.85233111200962,4.07105486805431
17,Vector,102,8,Additive0.015,3876,45,0,4.02751012695236,4.03488553099327,4.05751012695236,,3.97649055897284,3.98850317548796,3.95706119069397,4.02335825033825,4.01735709228642,3.91063483308782,3.85233111200962,4.07105486805431
17,Dist L1,102,8,Additive0.015,44,52,0,4.02751012695236,4.03488553099327,4.05751012695236,,3.97649055897284,3.98850317548796,3.95706119069397,4.02335825033825,4.01735709228642,3.91063483308782,3.85233111200962,4.07105486805431
18,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.0343580939934,4.05751012695236,,3.97562162902926,3.98836273694061,3.95728371986173,4.02248385076155,4.01617408738257,3.91144075407568,3.85093482965244,4.07080262154193
18,Oracle Vector,102,8,Additive0.015,1632,20,0,4.02751012695236,4.0343580939934,4.05751012695236,,3.97562162902926,3.98836273694061,3.95728371986173,4.02248385076155,4.01617408738257,3.91144075407568,3.85093482965244,4.07080262154193
18,Value,102,8,Additive0.015,44,51,0,4.02751012695236,4.0343580939934,4.05751012695236,,3.97562162902926,3.98836273694061,3.95728371986173,4.02248385076155,4.01617408738257,3.91144075407568,3.85093482965244,4.07080262154193
18,Vector,102,8,Additive0.015,4896,56,0,4.02751012695236,4.0343580939934,4.05751012695236,,3.97562162902926,3.98836273694061,3.95728371986173,4.02248385076155,4.01617408738257,3.91144075407568,3.85093482965244,4.07080262154193
18,Dist L1,102,8,Additive0.015,56,65,0,4.02751012695236,4.0343580939934,4.05751012695236,,3.97562162902926,3.98836273694061,3.95728371986173,4.02248385076155,4.01617408738257,3.91144075407568,3.85093482965244,4.07080262154193
19,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03365216138106,4.05751012695236,,3.97559386170805,3.98766618353157,3.95663802368266,4.02236891620477,4.0144488014193,3.91100658812431,3.84973072502705,4.07077564885353
19,Oracle Vector,102,8,Additive0.015,2040,25,0,4.02751012695236,4.03365216138106,4.05751012695236,,3.97559386170805,3.98766618353157,3.95663802368266,4.02236891620477,4.0144488014193,3.91100658812431,3.84973072502705,4.07077564885353
19,Value,102,8,Additive0.015,56,66,0,4.02751012695236,4.03365216138106,4.05751012695236,,3.97559386170805,3.98766618353157,3.95663802368266,4.02236891620477,4.0144488014193,3.91100658812431,3.84973072502705,4.07077564885353
19,Vector,102,8,Additive0.015,5508,63,0,4.02751012695236,4.03365216138106,4.05751012695236,,3.97559386170805,3.98766618353157,3.95663802368266,4.02236891620477,4.0144488014193,3.91100658812431,3.84973072502705,4.07077564885353
19,Dist L1,102,8,Additive0.015,70,80,0,4.02751012695236,4.03365216138106,4.05751012695236,,3.97559386170805,3.98766618353157,3.95663802368266,4.02236891620477,4.0144488014193,3.91100658812431,3.84973072502705,4.07077564885353
20,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03324801214616,4.05751012695236,,3.97695071647645,3.98620114169715,3.95589593023989,4.02217497731733,4.01321737730954,3.91115331916802,3.84943995219609,4.07124185392636
20,Oracle Vector,102,8,Additive0.015,2652,32,0,4.02751012695236,4.03324801214616,4.05751012695236,,3.97695071647645,3.98620114169715,3.95589593023989,4.02217497731733,4.01321737730954,3.91115331916802,3.84943995219609,4.07124185392636
20,Vector,102,8,Additive0.015,6120,70,0,4.02751012695236,4.03324801214616,4.05751012695236,,3.97695071647645,3.98620114169715,3.95589593023989,4.02217497731733,4.01321737730954,3.91115331916802,3.84943995219609,4.07124185392636
20,Value,102,8,Additive0.015,1696,101,1,4.01824801214616,4.03324801214616,4.04824801214616,,3.97695071647645,3.98620114169715,3.95589593023989,4.02217497731733,4.01321737730954,3.91115331916802,3.84943995219609,4.07124185392636
20,Dist L1,102,8,Additive0.015,1710,115,1,4.01824801214616,4.03324801214616,4.04824801214616,,3.97695071647645,3.98620114169715,3.95589593023989,4.02217497731733,4.01321737730954,3.91115331916802,3.84943995219609,4.07124185392636
21,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03201384899164,4.05751012695236,,3.97680299879322,3.98489092610935,3.9558876325694,4.02060388135663,4.01220186565921,3.91023977102628,3.84677026371708,4.07079823128431
21,Value,102,8,Additive0.015,1696,101,1,4.01824801214616,4.03201384899164,4.04824801214616,,3.97680299879322,3.98489092610935,3.9558876325694,4.02060388135663,4.01220186565921,3.91023977102628,3.84677026371708,4.07079823128431
21,Oracle Vector,102,8,Additive0.015,3672,44,0,4.02751012695236,4.03201384899164,4.05751012695236,,3.97680299879322,3.98489092610935,3.9558876325694,4.02060388135663,4.01220186565921,3.91023977102628,3.84677026371708,4.07079823128431
21,Vector,102,8,Additive0.015,7344,84,0,4.02751012695236,4.03201384899164,4.05751012695236,,3.97680299879322,3.98489092610935,3.9558876325694,4.02060388135663,4.01220186565921,3.91023977102628,3.84677026371708,4.07079823128431
21,Dist L1,102,8,Additive0.015,1710,115,1,4.01824801214616,4.03201384899164,4.04824801214616,,3.97680299879322,3.98489092610935,3.9558876325694,4.02060388135663,4.01220186565921,3.91023977102628,3.84677026371708,4.07079823128431
22,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03149293748626,4.05751012695236,,3.97733513366631,3.98408684869794,3.95469811605449,4.01950671419476,4.01102067081195,3.90929708121241,3.84517901047463,4.07228331529592
22,Value,102,8,Additive0.015,1696,101,1,4.01824801214616,4.03149293748626,4.04824801214616,,3.97733513366631,3.98408684869794,3.95469811605449,4.01950671419476,4.01102067081195,3.90929708121241,3.84517901047463,4.07228331529592
22,Oracle Vector,102,8,Additive0.015,4896,58,0,4.02751012695236,4.03149293748626,4.05751012695236,,3.97733513366631,3.98408684869794,3.95469811605449,4.01950671419476,4.01102067081195,3.90929708121241,3.84517901047463,4.07228331529592
22,Vector,102,8,Additive0.015,8772,100,0,4.02751012695236,4.03149293748626,4.05751012695236,,3.97733513366631,3.98408684869794,3.95469811605449,4.01950671419476,4.01102067081195,3.90929708121241,3.84517901047463,4.07228331529592
22,Dist L1,102,8,Additive0.015,1710,115,1,4.01824801214616,4.03149293748626,4.04824801214616,,3.97733513366631,3.98408684869794,3.95469811605449,4.01950671419476,4.01102067081195,3.90929708121241,3.84517901047463,4.07228331529592
23,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03094948610213,4.05751012695236,,3.97704581756102,3.98221061586478,3.95561575015035,4.01909968268735,4.01028418076426,3.90917414039266,3.8437080454421,4.07209031453464
23,Oracle Vector,102,8,Additive0.015,4896,58,0,4.02751012695236,4.03094948610213,4.05751012695236,,3.97704581756102,3.98221061586478,3.95561575015035,4.01909968268735,4.01028418076426,3.90917414039266,3.8437080454421,4.07209031453464
23,Value,102,8,Additive0.015,1696,101,1,4.01824801214616,4.03094948610213,4.04824801214616,,3.97704581756102,3.98221061586478,3.95561575015035,4.01909968268735,4.01028418076426,3.90917414039266,3.8437080454421,4.07209031453464
23,Vector,102,8,Additive0.015,10404,118,1,4.01594948610213,4.03094948610213,4.04594948610213,,3.97704581756102,3.98221061586478,3.95561575015035,4.01909968268735,4.01028418076426,3.90917414039266,3.8437080454421,4.07209031453464
23,Dist L1,102,8,Additive0.015,1710,115,1,4.01824801214616,4.03094948610213,4.04824801214616,,3.97704581756102,3.98221061586478,3.95561575015035,4.01909968268735,4.01028418076426,3.90917414039266,3.8437080454421,4.07209031453464
24,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03116591470463,4.05751012695236,,3.97671672350856,3.98102125213299,3.95606255817734,4.01998652041758,4.00992315739159,3.9096689758197,3.84385138558999,4.07279140946165
24,Oracle Vector,102,8,Additive0.015,4896,58,0,4.02751012695236,4.03116591470463,4.05751012695236,,3.97671672350856,3.98102125213299,3.95606255817734,4.01998652041758,4.00992315739159,3.9096689758197,3.84385138558999,4.07279140946165
24,Value,102,8,Additive0.015,1696,101,1,4.01824801214616,4.03116591470463,4.04824801214616,,3.97671672350856,3.98102125213299,3.95606255817734,4.01998652041758,4.00992315739159,3.9096689758197,3.84385138558999,4.07279140946165
24,Vector,102,8,Additive0.015,10404,118,1,4.01594948610213,4.03116591470463,4.04594948610213,,3.97671672350856,3.98102125213299,3.95606255817734,4.01998652041758,4.00992315739159,3.9096689758197,3.84385138558999,4.07279140946165
24,Dist L1,102,8,Additive0.015,1710,115,1,4.01824801214616,4.03116591470463,4.04824801214616,,3.97671672350856,3.98102125213299,3.95606255817734,4.01998652041758,4.00992315739159,3.9096689758197,3.84385138558999,4.07279140946165
25,Oracle,102,8,Additive0.015,0,0,0,4.02751012695236,4.03096877292313,4.05751012695236,,3.97730548183625,3.9802188856432,3.95646095943992,4.01985238367747,4.00959959232619,3.90874128794754,3.84236502568361,4.07320031518852
