LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12
11,Oracle Vector,102,12,Additive0.015,816,10,0,4.02495195922933,4.03621458771279,4.05495195922933,,3.98771743630322,3.96890961376981,3.98659414251716,3.90696756579191,4.0050408640903,4.02951699817632,4.04804710509228,3.9434399679542,3.9074646599314,3.84874467266406,3.88356888013385,4.08419155608975
11,Value,102,12,Additive0.015,30,37,0,4.02495195922933,4.03621458771279,4.05495195922933,,3.98771743630322,3.96890961376981,3.98659414251716,3.90696756579191,4.0050408640903,4.02951699817632,4.04804710509228,3.9434399679542,3.9074646599314,3.84874467266406,3.88356888013385,4.08419155608975
11,Vector,102,12,Additive0.015,1836,22,0,4.02495195922933,4.03621458771279,4.05495195922933,,3.98771743630322,3.96890961376981,3.98659414251716,3.90696756579191,4.0050408640903,4.02951699817632,4.04804710509228,3.9434399679542,3.9074646599314,3.84874467266406,3.88356888013385,4.08419155608975
11,Dist L1,102,12,Additive0.015,20,24,0,4.02495195922933,4.03621458771279,4.05495195922933,,3.98771743630322,3.96890961376981,3.98659414251716,3.90696756579191,4.0050408640903,4.02951699817632,4.04804710509228,3.9434399679542,3.9074646599314,3.84874467266406,3.88356888013385,4.08419155608975
12,Oracle,102,12,Additive0.015,0,0,0,4.02495195922933,4.03566148811388,4.05495195922933,,3.98808403268696,3.96969888521294,3.9859376185837,3.9064993910804,4.00449735985642,4.02933289983631,4.04736560276195,3.94154152824269,3.90688669890272,3.84839256264219,3.88103990613031,4.08315554353144
12,Oracle Vector,102,12,Additive0.015,1224,15,0,4.02495195922933,4.03566148811388,4.05495195922933,,3.98808403268696,3.96969888521294,3.9859376185837,3.9064993910804,4.00449735985642,4.02933289983631,4.04736560276195,3.94154152824269,3.90688669890272,3.84839256264219,3.88103990613031,4.08315554353144
12,Value,102,12,Additive0.015,34,42,0,4.02495195922933,4.03566148811388,4.05495195922933,,3.98808403268696,3.96969888521294,3.9859376185837,3.9064993910804,4.00449735985642,4.02933289983631,4.04736560276195,3.94154152824269,3.90688669890272,3.84839256264219,3.88103990613031,4.08315554353144
12,Vector,102,12,Additive0.015,2448,29,0,4.02495195922933,4.03566148811388,4.05495195922933,,3.98808403268696,3.96969888521294,3.9859376185837,3.9064993910804,4.00449735985642,4.02933289983631,4.04736560276195,3.94154152824269,3.90688669890272,3.84839256264219,3.88103990613031,4.08315554353144
12,Dist L1,102,12,Additive0.015,24,29,0,4.02495195922933,4.03566148811388,4.05495195922933,,3.98808403268696,3.96969888521294,3.9859376185837,3.9064993910804,4.00449735985642,4.02933289983631,4.04736560276195,3.94154152824269,3.90688669890272,3.84839256264219,3.88103990613031,4.08315554353144
13,Oracle,102,12,Additive0.015,0,0,0,4.02495195922933,4.03456360000379,4.05495195922933,,3.98764794248632,3.96970880056735,3.98523711177296,3.90550322607552,4.00439195392702,4.0276709470977,4.0467898050223,3.93924084105493,3.90608091847707,3.84517612955982,3.87886867680644,4.08075644730251
13,Oracle Vector,102,12,Additive0.015,1224,15,0,4.02495195922933,4.03456360000379,4.05495195922933,,3.98764794248632,3.96970880056735,3.98523711177296,3.90550322607552,4.00439195392702,4.0276709470977,4.0467898050223,3.93924084105493,3.90608091847707,3.84517612955982,3.87886867680644,4.08075644730251
13,Value,102,12,Additive0.015,48,59,0,4.02495195922933,4.03456360000379,4.05495195922933,,3.98764794248632,3.96970880056735,3.98523711177296,3.90550322607552,4.00439195392702,4.0276709470977,4.0467898050223,3.93924084105493,3.90608091847707,3.84517612955982,3.87886867680644,4.08075644730251
13,Vector,102,12,Additive0.015,2448,29,0,4.02495195922933,4.03456360000379,4.05495195922933,,3.98764794248632,3.96970880056735,3.98523711177296,3.90550322607552,4.00439195392702,4.0276709470977,4.0467898050223,3.93924084105493,3.90608091847707,3.84517612955982,3.87886867680644,4.08075644730251
13,Dist L1,102,12,Additive0.015,32,38,0,4.02495195922933,4.03456360000379,4.05495195922933,,3.98764794248632,3.96970880056735,3.98523711177296,3.90550322607552,4.00439195392702,4.0276709470977,4.0467898050223,3.93924084105493,3.90608091847707,3.84517612955982,3.87886867680644,4.08075644730251
14,Oracle,102,12,Additive0.015,0,0,0,4.02495195922933,4.03412870610479,4.05495195922933,,3.98654482769747,3.97070973352717,3.98415928824884,3.90533319919132,4.00424863341325,4.02645820706342,4.04782372788435,3.93772908242898,3.90454300159659,3.84293132664898,3.87826911274953,4.08050275559409
14,Vector,102,12,Additive0.015,3060,36,0,4.02495195922933,4.03412870610479,4.05495195922933,,3.98654482769747,3.97070973352717,3.98415928824884,3.90533319919132,4.00424863341325,4.02645820706342,4.04782372788435,3.93772908242898,3.90454300159659,3.84293132664898,3.87826911274953,4.08050275559409
14,Oracle Vector,102,12,Additive0.015,1632,20,0,4.02495195922933,4.03412870610479,4.05495195922933,,3.98654482769747,3.97070973352717,3.98415928824884,3.90533319919132,4.00424863341325,4.02645820706342,4.04782372788435,3.93772908242898,3.90454300159659,3.84293132664898,3.87826911274953,4.08050275559409
14,Value,102,12,Additive0.015,48,59,0,4.02495195922933,4.03412870610479,4.05495195922933,,3.98654482769747,3.97070973352717,3.98415928824884,3.90533319919132,4.00424863341325,4.02645820706342,4.04782372788435,3.93772908242898,3.90454300159659,3.84293132664898,3.87826911274953,4.08050275559409
14,Dist L1,102,12,Additive0.015,42,49,0,4.02495195922933,4.03412870610479,4.05495195922933,,3.98654482769747,3.97070973352717,3.98415928824884,3.90533319919132,4.00424863341325,4.02645820706342,4.04782372788435,3.93772908242898,3.90454300159659,3.84293132664898,3.87826911274953,4.08050275559409
15,Oracle,102,12,Additive0.015,0,0,0,4.02495195922933,4.03399300739631,4.05495195922933,,3.98633471949631,3.97055829330675,3.98360025715719,3.90629061203181,4.00501946842185,4.02587034633772,4.04750932988487,3.93593593974661,3.90561936440907,3.84228422578205,3.87734467086941,4.08124721820052
15,Oracle Vector,102,12,Additive0.015,2040,25,0,4.02495195922933,4.03399300739631,4.05495195922933,,3.98633471949631,3.97055829330675,3.98360025715719,3.90629061203181,4.00501946842185,4.02587034633772,4.04750932988487,3.93593593974661,3.90561936440907,3.84228422578205,3.87734467086941,4.08124721820052
15,Value,102,12,Additive0.015,56,69,0,4.02495195922933,4.03399300739631,4.05495195922933,,3.98633471949631,3.97055829330675,3.98360025715719,3.90629061203181,4.00501946842185,4.02587034633772,4.04750932988487,3.93593593974661,3.90561936440907,3.84228422578205,3.87734467086941,4.08124721820052
15,Vector,102,12,Additive0.015,3060,36,0,4.02495195922933,4.03399300739631,4.05495195922933,,3.98633471949631,3.97055829330675,3.98360025715719,3.90629061203181,4.00501946842185,4.02587034633772,4.04750932988487,3.93593593974661,3.90561936440907,3.84228422578205,3.87734467086941,4.08124721820052
15,Dist L1,102,12,Additive0.015,50,59,0,4.02495195922933,4.03399300739631,4.05495195922933,,3.98633471949631,3.97055829330675,3.98360025715719,3.90629061203181,4.00501946842185,4.02587034633772,4.04750932988487,3.93593593974661,3.90561936440907,3.84228422578205,3.87734467086941,4.08124721820052
16,Oracle,102,12,Additive0.015,0,0,0,4.02495195922933,4.03318098964699,4.05495195922933,,3.98455250471241,3.97279070419468,3.98287694874657,3.90558444521867,4.00379116590712,4.02562541216667,4.0451790896138,3.93526469129141,3.90478787953816,3.83936195138909,3.87648843547061,4.08143637061756
16,Value,102,12,Additive0.015,74,92,0,4.02495195922933,4.03318098964699,4.05495195922933,,3.98455250471241,3.97279070419468,3.98287694874657,3.90558444521867,4.00379116590712,4.02562541216667,4.0451790896138,3.93526469129141,3.90478787953816,3.83936195138909,3.87648843547061,4.08143637061756
16,Oracle Vector,102,12,Additive0.015,2448,30,0,4.02495195922933,4.03318098964699,4.05495195922933,,3.98455250471241,3.97279070419468,3.98287694874657,3.90558444521867,4.00379116590712,4.02562541216667,4.0451790896138,3.93526469129141,3.90478787953816,3.83936195138909,3.87648843547061,4.08143637061756
16,Vector,102,12,Additive0.015,3876,46,0,4.02495195922933,4.03318098964699,4.05495195922933,,3.98455250471241,3.97279070419468,3.98287694874657,3.90558444521867,4.00379116590712,4.02562541216667,4.0451790896138,3.93526469129141,3.90478787953816,3.83936195138909,3.87648843547061,4.08143637061756
16,Dist L1,102,12,Additive0.015,54,64,0,4.02495195922933,4.03318098964699,4.05495195922933,,3.98455250471241,3.97279070419468,3.98287694874657,3.90558444521867,4.00379116590712,4.02562541216667,4.0451790896138,3.93526469129141,3.90478787953816,3.83936195138909,3.87648843547061,4.08143637061756
17,Oracle,102,12,Additive0.015,0,0,0,4.02495195922933,4.03171128587433,4.05495195922933,,3.98296465842265,3.97266752551255,3.98387609701176,3.90529645883306,4.00329460980895,4.0242643257468,4.04249566642959,3.93269223114557,3.90390111623167,3.83766396957578,3.87291542400405,4.08034310742245
17,Oracle Vector,102,12,Additive0.015,3060,37,0,4.02495195922933,4.03171128587433,4.05495195922933,,3.98296465842265,3.97266752551255,3.98387609701176,3.90529645883306,4.00329460980895,4.0242643257468,4.04249566642959,3.93269223114557,3.90390111623167,3.83766396957578,3.87291542400405,4.08034310742245
17,Value,102,12,Additive0.015,94,113,0,4.02495195922933,4.03171128587433,4.05495195922933,,3.98296465842265,3.97266752551255,3.98387609701176,3.90529645883306,4.00329460980895,4.0242643257468,4.04249566642959,3.93269223114557,3.90390111623167,3.83766396957578,3.87291542400405,4.08034310742245
17,Vector,102,12,Additive0.015,4692,55,0,4.02495195922933,4.03171128587433,4.05495195922933,,3.98296465842265,3.97266752551255,3.98387609701176,3.90529645883306,4.00329460980895,4.0242643257468,4.04249566642959,3.93269223114557,3.90390111623167,3.83766396957578,3.87291542400405,4.08034310742245
17,Dist L1,102,12,Additive0.015,76,91,0,4.02495195922933,4.03171128587433,4.05495195922933,,3.98296465842265,3.97266752551255,3.98387609701176,3.90529645883306,4.00329460980895,4.0242643257468,4.04249566642959,3.93269223114557,3.90390111623167,3.83766396957578,3.87291542400405,4.08034310742245
18,Oracle,102,12,Additive0.015,0,0,0,4.02495195922933,4.03114046564473,4.05495195922933,,3.98193440366684,3.97228448591194,3.98364986159611,3.90448616648619,4.00302631884982,4.02328909459493,4.04218506610681,3.93183027732373,3.90442962633707,3.83694832570475,3.87064276057741,4.07989131930738
18,Vector,102,12,Additive0.015,5712,66,0,4.02495195922933,4.03114046564473,4.05495195922933,,3.98193440366684,3.97228448591194,3.98364986159611,3.90448616648619,4.00302631884982,4.02328909459493,4.04218506610681,3.93183027732373,3.90442962633707,3.83694832570475,3.87064276057741,4.07989131930738
18,Oracle Vector,102,12,Additive0.015,4080,49,0,4.02495195922933,4.03114046564473,4.05495195922933,,3.98193440366684,3.97228448591194,3.98364986159611,3.90448616648619,4.00302631884982,4.02328909459493,4.04218506610681,3.93183027732373,3.90442962633707,3.83694832570475,3.87064276057741,4.07989131930738
18,Value,102,12,Additive0.015,2554,165,1,4.01614046564473,4.03114046564473,4.04614046564473,,3.98193440366684,3.97228448591194,3.98364986159611,3.90448616648619,4.00302631884982,4.02328909459493,4.04218506610681,3.93183027732373,3.90442962633707,3.83694832570475,3.87064276057741,4.07989131930738
18,Dist L1,102,12,Additive0.015,2536,144,1,4.01614046564473,4.03114046564473,4.04614046564473,,3.98193440366684,3.97228448591194,3.98364986159611,3.90448616648619,4.00302631884982,4.02328909459493,4.04218506610681,3.93183027732373,3.90442962633707,3.83694832570475,3.87064276057741,4.07989131930738
19,Oracle,102,12,Additive0.015,0,0,0,4.02495195922933,4.030243534803,4.05495195922933,,3.98224228376209,3.97045859888578,3.98319906451571,3.90385889147555,4.00210856296063,4.0227266676552,4.04063983274498,3.93012838258907,3.90420856536313,3.83533589766765,3.86993665398955,4.07949021297143
19,Oracle Vector,102,12,Additive0.015,5100,60,0,4.02495195922933,4.030243534803,4.05495195922933,,3.98224228376209,3.97045859888578,3.98319906451571,3.90385889147555,4.00210856296063,4.0227266676552,4.04063983274498,3.93012838258907,3.90420856536313,3.83533589766765,3.86993665398955,4.07949021297143
19,Value,102,12,Additive0.015,2554,165,1,4.01614046564473,4.030243534803,4.04614046564473,,3.98224228376209,3.97045859888578,3.98319906451571,3.90385889147555,4.00210856296063,4.0227266676552,4.04063983274498,3.93012838258907,3.90420856536313,3.83533589766765,3.86993665398955,4.07949021297143
19,Vector,102,12,Additive0.015,7140,82,0,4.02495195922933,4.030243534803,4.05495195922933,,3.98224228376209,3.97045859888578,3.98319906451571,3.90385889147555,4.00210856296063,4.0227266676552,4.04063983274498,3.93012838258907,3.90420856536313,3.83533589766765,3.86993665398955,4.07949021297143
